date,universe,method,fund,return,periods_per_year,lambda_tilt
2022-09-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0036290074193893614,252,0.15
2022-09-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02133957564783637,252,0.15
2022-09-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.019937614489717762,252,0.15
2022-09-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015019681623858454,252,0.15
2022-10-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.03220484095054556,252,0.15
2022-10-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02955908886494908,252,0.15
2022-10-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003016914909046524,252,0.15
2022-10-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011319085025917558,252,0.15
2022-10-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02305440705045275,252,0.15
2022-10-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005665025498902806,252,0.15
2022-10-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00310247409466225,252,0.15
2022-10-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0056574112312188386,252,0.15
2022-10-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.029731570261139605,252,0.15
2022-10-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.01836884163560261,252,0.15
2022-10-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.019904101503402286,252,0.15
2022-10-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.011861153575263279,252,0.15
2022-10-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007685369856915238,252,0.15
2022-10-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004289531932570624,252,0.15
2022-10-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.023820856718134283,252,0.15
2022-10-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008231196844300272,252,0.15
2022-10-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.016526157003834314,252,0.15
2022-10-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005188415788113815,252,0.15
2022-10-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00023566620375370655,252,0.15
2022-10-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02410002711703875,252,0.15
2022-10-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007383494895970968,252,0.15
2022-11-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0024266458199776663,252,0.15
2022-11-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.016934451365980045,252,0.15
2022-11-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0018644856478285397,252,0.15
2022-11-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.018272757201632565,252,0.15
2022-11-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007818082409255455,252,0.15
2022-11-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006637741014846167,252,0.15
2022-11-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.021465455943665984,252,0.15
2022-11-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.04902721309580523,252,0.15
2022-11-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.011792224195392949,252,0.15
2022-11-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008802596786468256,252,0.15
2022-11-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009646807899074406,252,0.15
2022-11-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.010496871968973512,252,0.15
2022-11-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0022781943371283407,252,0.15
2022-11-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0049720932033588735,252,0.15
2022-11-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.000564325904765031,252,0.15
2022-11-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014979859002543951,252,0.15
2022-11-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0031042305247149277,252,0.15
2022-11-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0007642800829940388,252,0.15
2022-11-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.018607430891573025,252,0.15
2022-11-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0043863799866144864,252,0.15
2022-11-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02340531641926553,252,0.15
2022-12-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00047013950292422755,252,0.15
2022-12-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0016947437234850033,252,0.15
2022-12-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017497994486812656,252,0.15
2022-12-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012101001465733483,252,0.15
2022-12-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0009479146150085837,252,0.15
2022-12-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00663646630955962,252,0.15
2022-12-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009534521980604947,252,0.15
2022-12-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.016199272422758645,252,0.15
2022-12-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00842632811197411,252,0.15
2022-12-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008632334173854679,252,0.15
2022-12-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02106782221719572,252,0.15
2022-12-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00965753042044243,252,0.15
2022-12-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0065438061247280535,252,0.15
2022-12-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0026589213087543605,252,0.15
2022-12-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.017485409586807027,252,0.15
2022-12-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.010439080865658519,252,0.15
2022-12-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007405120427038993,252,0.15
2022-12-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0006672712645241967,252,0.15
2022-12-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012360302915636105,252,0.15
2022-12-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.013259201091987206,252,0.15
2022-12-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002018294863803718,252,0.15
2023-01-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002378616979341882,252,0.15
2023-01-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01860657166957735,252,0.15
2023-01-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007053453931259231,252,0.15
2023-01-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0235605326925852,252,0.15
2023-01-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00024180154285834545,252,0.15
2023-01-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007699544199262707,252,0.15
2023-01-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009881382123034303,252,0.15
2023-01-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007014391989900142,252,0.15
2023-01-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.003503839406322064,252,0.15
2023-01-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003979634214933523,252,0.15
2023-01-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.01596680971240942,252,0.15
2023-01-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007688268391738406,252,0.15
2023-01-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.015642520464115867,252,0.15
2023-01-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.011947766887217857,252,0.15
2023-01-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002866121021554914,252,0.15
2023-01-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0017719159648602158,252,0.15
2023-01-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008292693363701316,252,0.15
2023-01-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0012218084980205486,252,0.15
2023-01-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.010269398945431538,252,0.15
2023-01-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012023884480623434,252,0.15
2023-02-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006234725433366297,252,0.15
2023-02-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00013867094067583497,252,0.15
2023-02-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012467471438740274,252,0.15
2023-02-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004629499167863548,252,0.15
2023-02-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.011009727902741009,252,0.15
2023-02-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00945566876543508,252,0.15
2023-02-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009751408367784754,252,0.15
2023-02-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007838308778073871,252,0.15
2023-02-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008573259625228149,252,0.15
2023-02-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0007619774546619461,252,0.15
2023-02-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-3.089106283617648e-05,252,0.15
2023-02-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.013808317522149558,252,0.15
2023-02-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0029352724285776417,252,0.15
2023-02-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017303073932123752,252,0.15
2023-02-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005666691019697421,252,0.15
2023-02-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005593922868400598,252,0.15
2023-02-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009360414634961064,252,0.15
2023-02-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0017611110835131349,252,0.15
2023-02-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004318724833376355,252,0.15
2023-03-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0011704534160694815,252,0.15
2023-03-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0123600147461894,252,0.15
2023-03-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012892404892211072,252,0.15
2023-03-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002263974342313871,252,0.15
2023-03-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017157851788514714,252,0.15
2023-03-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0034595174077501362,252,0.15
2023-03-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017061265736407646,252,0.15
2023-03-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.013051745577753954,252,0.15
2023-03-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0025646431170821445,252,0.15
2023-03-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014293091913121623,252,0.15
2023-03-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00886517294219927,252,0.15
2023-03-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01406409957342789,252,0.15
2023-03-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011581087234661181,252,0.15
2023-03-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01124440959259151,252,0.15
2023-03-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007472712106893221,252,0.15
2023-03-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.019897355437483662,252,0.15
2023-03-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002138710660357603,252,0.15
2023-03-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008123321969704106,252,0.15
2023-03-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.003855296751407372,252,0.15
2023-03-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0013661936579961972,252,0.15
2023-03-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01552813904644032,252,0.15
2023-03-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00510481022101259,252,0.15
2023-03-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012675208557245762,252,0.15
2023-04-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006299417600514751,252,0.15
2023-04-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005380330526078629,252,0.15
2023-04-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0032663766231180317,252,0.15
2023-04-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-3.8944825319582186e-05,252,0.15
2023-04-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0037636490166645495,252,0.15
2023-04-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0026643975647185607,252,0.15
2023-04-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0023658511476418553,252,0.15
2023-04-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006965666351970374,252,0.15
2023-04-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0056314099181050195,252,0.15
2023-04-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005386059302174444,252,0.15
2023-04-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00040849710546748887,252,0.15
2023-04-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002047731415063983,252,0.15
2023-04-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007025121848266846,252,0.15
2023-04-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0012075166337038744,252,0.15
2023-04-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0015467951423010688,252,0.15
2023-04-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015428293153564967,252,0.15
2023-04-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012320275755713008,252,0.15
2023-04-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01516359277784703,252,0.15
2023-04-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009637104774114684,252,0.15
2023-05-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0035816141472166975,252,0.15
2023-05-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017222197110960947,252,0.15
2023-05-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011961249984027913,252,0.15
2023-05-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005784528162644731,252,0.15
2023-05-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.017742925366842244,252,0.15
2023-05-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0009161039572506729,252,0.15
2023-05-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004032344264810408,252,0.15
2023-05-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0019502350923542896,252,0.15
2023-05-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008713929795296347,252,0.15
2023-05-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0008620936056656968,252,0.15
2023-05-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004740753399316802,252,0.15
2023-05-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015977698711131444,252,0.15
2023-05-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012918900880952225,252,0.15
2023-05-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005627077174746491,252,0.15
2023-05-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002476459272573323,252,0.15
2023-05-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0010594130646230896,252,0.15
2023-05-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006994340523402605,252,0.15
2023-05-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0093452797628229,252,0.15
2023-05-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-1.3100781820661598e-05,252,0.15
2023-05-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008582129989259146,252,0.15
2023-05-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.001997444698853945,252,0.15
2023-05-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004953982145283527,252,0.15
2023-06-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004990523254548016,252,0.15
2023-06-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.019941793036792325,252,0.15
2023-06-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00573472953133058,252,0.15
2023-06-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0038893471322574134,252,0.15
2023-06-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008090073485337699,252,0.15
2023-06-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0040733142219779375,252,0.15
2023-06-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0028475929358260676,252,0.15
2023-06-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005033455830682308,252,0.15
2023-06-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0075133183452391825,252,0.15
2023-06-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,8.153897186505987e-05,252,0.15
2023-06-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00995084115415007,252,0.15
2023-06-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0006755786914030192,252,0.15
2023-06-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012480574191247767,252,0.15
2023-06-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003097731810161039,252,0.15
2023-06-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005183713962637087,252,0.15
2023-06-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007115582483262492,252,0.15
2023-06-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0065126679166209005,252,0.15
2023-06-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0068661199090104845,252,0.15
2023-06-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0015839223183953541,252,0.15
2023-06-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006164018522456116,252,0.15
2023-06-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00842790642810351,252,0.15
2023-07-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005597192610741951,252,0.15
2023-07-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003792404065032908,252,0.15
2023-07-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012001871985012565,252,0.15
2023-07-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0003345540467078118,252,0.15
2023-07-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004700686708651915,252,0.15
2023-07-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014002491571993148,252,0.15
2023-07-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008078598356680703,252,0.15
2023-07-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005583475306370373,252,0.15
2023-07-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006351193879434286,252,0.15
2023-07-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003850127873565143,252,0.15
2023-07-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005657585057431185,252,0.15
2023-07-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005996259742973234,252,0.15
2023-07-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0020861508585679877,252,0.15
2023-07-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004700319259122773,252,0.15
2023-07-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005432757142997669,252,0.15
2023-07-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0031704603488209694,252,0.15
2023-07-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0022906803538813815,252,0.15
2023-07-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004690007354960568,252,0.15
2023-07-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.003930848051118097,252,0.15
2023-07-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004017313010912006,252,0.15
2023-08-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0035136699624882324,252,0.15
2023-08-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.014437949411826722,252,0.15
2023-08-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004684398558420108,252,0.15
2023-08-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0021400991470833072,252,0.15
2023-08-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007832946300072648,252,0.15
2023-08-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0036041759183498144,252,0.15
2023-08-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.001867606598734411,252,0.15
2023-08-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.000777572073943827,252,0.15
